key,comp_level,set_number,match_number,team_key,a_Proc,start_Pos_5isBlue,a_reefAlgae,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,a_L3,end_Pos,a_L4,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_L2,stuck_on_alg,a_Leave,a_Net,no_show,r1,b2,b3,ba_redscore,ba_bluescore,r2,r3,b1,ba_winning_alliance,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_adjustPoints,ba_algaePoints,ba_autoBonusAchieved,ba_autoCoralCount
2025pncmp_qm26,qm,1,26,frc2930,0,2,0,0,0,0,3,0,0,2,7,5,1,0,Deep Climb,2,Collected a second coral,"They were able to remove alage fast. Very fast coral 3-4 seconds to place, which could equal very fast cycles if the coral is close because they have a fast ground collect and movment. The ground collect is the opposite side of the coral placer.",Were able to climb In 10 seconds,Hendrix day,0,0,1,0,0,frc7034,frc2930,frc2412,171,207,frc5937,frc488,frc9036,blue,24,Yes,Yes,Yes,9,33,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,2,6,0,37,128,174,207,2,0,20,1,4
2025pncmp_qm26,qm,1,26,frc2412,0,5,0,0,0,0,2,0,2,4,0,5,0,0,Deep Climb,1,Not bad but quite slow,"takes a while to line up placing Coral, asides from that quite good",Took a long time to line up,aw,0,0,1,0,0,frc7034,frc2930,frc2412,171,207,frc5937,frc488,frc9036,blue,24,Yes,Yes,Yes,9,33,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,2,6,0,37,128,174,207,2,0,20,1,4
2025pncmp_qm27,qm,1,27,frc6831,0,1,0,1,0,0,1,0,0,0,5,2,1,0,None,0,l1 and potentially l2 auto,"can remove alg pretty fast. scoring is pretty good, but becuz of stat collect defense delayed them","parked, trying to score more",olivia,1,0,0,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,14,Yes,Yes,Yes,9,23,1,0,0,24,None,DeepCage,DeepCage,0,0,0,0,0,0,0,5,0,29,111,135,158,0,0,0,1,3
2025pncmp_qm27,qm,1,27,frc948,0,3,0,0,0,0,0,0,0,5,3,2,0,0,Deep Climb,0,A STOPED IN 2 SEC,"they are really smooth, but a little slow but 100% reliable",They deep climbed,Aarush V,0,0,1,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,14,Yes,Yes,Yes,9,23,1,0,0,24,None,DeepCage,DeepCage,0,0,0,0,0,0,0,5,0,29,111,135,158,0,0,0,1,3
2025pncmp_qm27,qm,1,27,frc4915,0,4,0,0,0,0,2,0,0,4,6,0,0,0,Deep Climb,1,"Auto was pretty good, but they missed their first l4 place as an alliance member bumped into to them, but human feeding/collection was good and was able to score on coral on l4. Would've scored at least 2 coral on l4.","Placing mechanism, collection, and transition is really smooth and good, consistent coral placing, but on a couple cycles took a lot of time deciding where to place their loaded coral.","Climbed pretty quick, deep climbed and was well over the ground.",Dev Sharma,0,0,1,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,14,Yes,Yes,Yes,9,23,1,0,0,24,None,DeepCage,DeepCage,0,0,0,0,0,0,0,5,0,29,111,135,158,0,0,0,1,3
2025pncmp_qm27,qm,1,27,frc4061,0,3,0,0,0,0,0,0,0,0,3,4,0,0,None,0,preloaded score failed,"Fast scoring L2 and L3, less reliable with L3 though. L4 was moot",Parked only at last second,Sam,0,0,1,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,7,Yes,Yes,Yes,9,16,0,0,0,4,Parked,None,Parked,0,0,0,0,0,0,2,1,0,26,105,117,133,0,0,8,1,1
2025pncmp_qm27,qm,1,27,frc4469,0,4,0,0,0,0,3,2,0,6,4,0,0,0,None,1,they could score 3 but they do not attempt to score one time and are just slow the next. Auto only scores one ,Undefended telop 6-8 seconds unless coral Is far away or something messes up. Can score alage in barge but slowly. Very fast coral though with fast transitions and a good ground collect.,kept scoring and ran out of time to park or climb,Hendrix Day,0,0,1,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,7,Yes,Yes,Yes,9,16,0,0,0,4,Parked,None,Parked,0,0,0,0,0,0,2,1,0,26,105,117,133,0,0,8,1,1
2025pncmp_qm27,qm,1,27,frc492,0,2,0,0,1,0,0,0,0,2,0,0,0,0,Shallow Climb,0,was choppy and slow seemingly attempted but not well,had trouble intaking coral so moved to defense but was bad at defense,took quite a while to line up and climb,aw,0,0,1,0,0,frc6831,frc4469,frc492,158,133,frc948,frc4915,frc4061,red,7,Yes,Yes,Yes,9,16,0,0,0,4,Parked,None,Parked,0,0,0,0,0,0,2,1,0,26,105,117,133,0,0,8,1,1
2025pncmp_qm28,qm,1,28,frc10079,0,2,0,0,0,86,0,0,0,1,1,0,1,0,Park,3,made all L4,Missed out on a few seconds of the match connection issue?,came back to life and parked,cayden,0,0,1,0,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,0,0,0,4,Parked,Parked,None,0,0,0,0,1,0,5,1,2,15,45,69,106,0,0,20,1,4
2025pncmp_qm28,qm,1,28,frc4450,0,3,0,0,0,0,3,3,0,4,2,0,1,0,Deep Climb,2,they made all 2,they are fast and they are super reliable. Good for choseing if looking for an algae bot,climbed with 10 sec to spare,Aarush V,0,0,1,0,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,0,0,0,4,Parked,Parked,None,0,0,0,0,1,0,5,1,2,15,45,69,106,0,0,20,1,4
2025pncmp_qm28,qm,1,28,frc4125,0,5,0,0,1,0,0,0,0,0,1,0,0,0,None,0,"Left, I think they a stopped.","Scored one coral on l3, and played defense. It wasn't very good, and got stuck on algae for the last minute of the match.",Didn't climb or park because they were stuck on algae.,Dev Sharma,0,40,1,0,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,0,0,0,4,Parked,Parked,None,0,0,0,0,1,0,5,1,2,15,45,69,106,0,0,20,1,4
2025pncmp_qm28,qm,1,28,frc2471,0,4,1,0,0,0,0,0,0,0,9,1,1,0,None,0,Missed two coral,"Strong focus on lower levels, L3 especially","locked on late, started climbing but ran out of time",Sam,0,0,1,0,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,1,0,0,4,Parked,None,Parked,0,12,0,0,0,0,4,5,0,30,97,117,166,0,0,16,1,4
2025pncmp_qm28,qm,1,28,frc4512,0,1,0,0,0,0,1,0,0,4,2,2,0,0,None,3,the scored three so top tier auto,coral of the bot is kind of fast with good cycles and movement. No ground collect. They struggled with L1 1/4 frequency. They also knocked down other coral on the reef three times. Good coral robot with a couple flaws,just kept scoring.,Hendrix Day,0,0,1,0,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,1,0,0,4,Parked,None,Parked,0,12,0,0,0,0,4,5,0,30,97,117,166,0,0,16,1,4
2025pncmp_qm28,qm,1,28,frc6696,0,3,1,0,0,0,3,3,0,2,2,0,3,0,Park,1,"slow, accurate ",seemed to have lvl one aim troubles asides from that quite accurate ,made no attempt to climb,aw,0,0,1,1,0,frc10079,frc4512,frc6696,106,166,frc4450,frc4125,frc2471,blue,28,Yes,Yes,Yes,9,37,1,0,0,4,Parked,None,Parked,0,12,0,0,0,0,4,5,0,30,97,117,166,0,0,16,1,4
2025pncmp_qm29,qm,1,29,frc3826,0,1,0,0,1,0,0,0,2,0,0,0,0,0,Park,0,leave only,Not the best defense but better than some teams ,"scary moment when they got hit on the cage, park",cayden,0,0,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,14,Yes,No,Yes,6,20,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,6,1,0,21,78,120,140,2,0,36,0,2
2025pncmp_qm29,qm,1,29,frc2147,0,3,2,0,0,0,0,0,0,7,2,2,0,0,Park,1,"They placed a coral and removed 2 algae to score, but missed both",They are really fast and are a great team to pick. only missed once,parked with 2 sec to spare,Aarush,0,0,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,14,Yes,No,Yes,6,20,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,6,1,0,21,78,120,140,2,0,36,0,2
2025pncmp_qm29,qm,1,29,frc10416,0,4,1,0,0,0,1,0,0,3,4,1,0,0,Park,1,"Moved, placed on l4, and removed an algae, however stopped after that for some reason.","Mostly cycled coral, has really slow cycle times (around 15 seconds), scoring coral on mostly l3 and l4. Has ground collect, but it has a small catch and is really wobbly, as is the rest of the robot. Would not recommend at all.","Parked at the last second. Recklessly bumped into another alliance member robot that had already climbed, really reckless driving move there.",Dev Sharma.,0,0,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,14,Yes,No,Yes,6,20,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,6,1,0,21,78,120,140,2,0,36,0,2
2025pncmp_qm29,qm,1,29,frc3574,0,3,0,0,0,0,1,0,0,0,0,5,1,0,Deep Climb,0,Had preloaded coral but didn't attempt to score it in auto.,"Slow and clunky, appears to have manual elevator control",Did successfully climb ,Sam,0,1,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,24,Yes,Yes,Yes,9,33,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,2,6,0,23,65,127,160,5,0,38,1,4
2025pncmp_qm29,qm,1,29,frc9567,0,5,0,1,0,0,0,0,6,0,0,0,1,0,Park,0,Just scores L1,they can only do l1 and score in the processor. They are very slow and sometimes inconsistent. Would not be a good pick for our team,they just parked,Hendrix Day,0,0,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,24,Yes,Yes,Yes,9,33,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,2,6,0,23,65,127,160,5,0,38,1,4
2025pncmp_qm29,qm,1,29,frc3663,0,2,0,0,0,0,2,0,0,2,6,3,1,0,Shallow Climb,3,"Very quick, accurate ",Very quick missed sometimes but not often ,did not take a long tike to line up and climb,Aw,0,0,1,0,0,frc3826,frc9567,frc3663,140,160,frc2147,frc10416,frc3574,blue,24,Yes,Yes,Yes,9,33,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,2,6,0,23,65,127,160,5,0,38,1,4
2025pncmp_qm3,qm,1,3,frc3674,0,1,0,0,0,0,0,0,0,4,4,2,0,0,Park,0,attempted level 4 but missed,fast cycle times and very similar to our robot in terms of placement and cycle time.,attempted to deep climb but I believe it was touching the bottom.,naman,0,0,1,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,21,Yes,No,Yes,6,27,1,0,0,24,DeepCage,None,DeepCage,0,0,0,0,0,0,4,4,0,31,112,152,179,0,0,16,0,3
2025pncmp_qm3,qm,1,3,frc997,0,3,0,0,0,0,0,0,0,1,2,4,0,0,None,0,didnt move,"really really really slow placement, but relatively fast movement",continued scoring,Aarush V,0,0,0,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,21,Yes,No,Yes,6,27,1,0,0,24,DeepCage,None,DeepCage,0,0,0,0,0,0,4,4,0,31,112,152,179,0,0,16,0,3
2025pncmp_qm3,qm,1,3,frc9450,0,4,0,0,0,0,4,4,0,6,3,0,0,0,Deep Climb,3,"Auto was good, 3 coral l4 auto, used ground collect and placed efficiently and quickly","At first cycled algae removal and put in net, did this reliably and fast (4 algae), and then cycled coral with great ground collect (6 on l4, 3 on l3). However, twice they knocked their own coral off the reef.","Deep climbed, and did it well within around 5-6 seconds.",Dev Sharma,0,0,1,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,21,Yes,No,Yes,6,27,1,0,0,24,DeepCage,None,DeepCage,0,0,0,0,0,0,4,4,0,31,112,152,179,0,0,16,0,3
2025pncmp_qm3,qm,1,3,frc1425,0,2,0,0,0,0,2,2,0,0,5,4,5,0,Deep Climb,2,Coral fell out on 3rd placement ,"very accurate, did hesitate on one when we collected coral",Fast deep cage,cayden,0,0,1,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,28,Yes,Yes,Yes,9,37,1,0,1,14,DeepCage,None,Parked,0,0,0,0,0,0,2,3,0,29,89,111,148,0,0,8,1,4
2025pncmp_qm3,qm,1,3,frc2976,0,3,0,0,1,66,0,0,0,0,0,0,0,0,Tipped Over,0,They just moved forward and did not score.,"they played defense, were able to mostly block of one coral station for half the time. The other half  they had an issue and could not move. Battery? Or ?",Were not ale to move. Climb possible? ,Hendrix Day,0,0,1,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,28,Yes,Yes,Yes,9,37,1,0,1,14,DeepCage,None,Parked,0,0,0,0,0,0,2,3,0,29,89,111,148,0,0,8,1,4
2025pncmp_qm3,qm,1,3,frc7034,0,5,0,0,0,0,3,0,0,6,2,3,0,0,Park,2,"Tried to place preloaded coral but missed, has 4 coral auto,placed 2 total and almost collected 4th. ","Had a hard time collecting coral from the station, kept missing their grabber as a result cycles were not as fast but had fairly reliable placing and didn't miss any coral","attempted to deep climb, got a hold of the cage but did not lift up in time ",Avani Patel,0,0,1,0,0,frc3674,frc2976,frc7034,179,148,frc997,frc9450,frc1425,red,28,Yes,Yes,Yes,9,37,1,0,1,14,DeepCage,None,Parked,0,0,0,0,0,0,2,3,0,29,89,111,148,0,0,8,1,4
2025pncmp_qm30,qm,1,30,frc360,0,1,0,0,0,0,0,0,0,3,5,0,0,0,Deep Climb,2,ran out of time for last coral,"missed 5+ coral when placing,",deep cage,cayden,0,0,1,0,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,14,Yes,Yes,Yes,9,23,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,12,3,0,31,104,188,211,2,0,60,1,2
2025pncmp_qm30,qm,1,30,frc2557,0,3,1,0,0,0,3,0,3,0,0,0,4,0,Deep Climb,0,"tried to remove an algae and score twice, but it only worked once. ",Really good at scoring algae but it can only coral l1,Deep climbed quickly with 2 sec to spare,Aarush,0,0,1,1,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,14,Yes,Yes,Yes,9,23,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,12,3,0,31,104,188,211,2,0,60,1,2
2025pncmp_qm30,qm,1,30,frc4513,0,4,0,0,0,0,0,0,0,7,2,2,1,0,Deep Climb,0,"Left, and tried to place 3 coral on l4, but all missed terribly.","Had consistent coral placing, with a total of 12 coral, but cycle times weren't that quick, and placing wasn't super reliable, but somewhat reliable.","Deep climbed at the end, but barely got off the ground and I don't think it counted.",Dev Sharma,0,0,1,0,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,14,Yes,Yes,Yes,9,23,1,1,1,24,DeepCage,None,DeepCage,0,0,0,0,0,0,12,3,0,31,104,188,211,2,0,60,1,2
2025pncmp_qm30,qm,1,30,frc4043,0,5,0,0,0,0,3,0,0,3,4,2,0,0,Deep Climb,2,Could be faster in auto,Good all around scoring ability. Also did algae removal ,Climbed at last second as it missed grabbing the cage first time around ,Sam,0,0,1,0,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,38,Yes,Yes,Yes,9,47,1,1,1,36,DeepCage,DeepCage,DeepCage,0,0,0,0,0,0,2,6,0,29,96,182,229,7,0,50,1,6
2025pncmp_qm30,qm,1,30,frc3674,0,1,0,0,0,0,0,0,0,5,5,3,0,0,Deep Climb,3,,7-9 second cycles with a couple of delays some cycles. Are a good coral bot but no capacity for alage. were able to station collect move fast ad place smoothly,Were able to deep climb in under 14 seconds,Hendrix day,0,0,1,0,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,38,Yes,Yes,Yes,9,47,1,1,1,36,DeepCage,DeepCage,DeepCage,0,0,0,0,0,0,2,6,0,29,96,182,229,7,0,50,1,6
2025pncmp_qm30,qm,1,30,frc4131,0,3,0,0,0,0,0,0,7,0,0,0,0,0,Shallow Climb,1,Placed one made no other attempts ,focused entirely on processer even followed an algae that rolled to the other side,took about five seconds to line up,aw,0,0,1,0,0,frc360,frc3674,frc4131,211,229,frc2557,frc4513,frc4043,blue,38,Yes,Yes,Yes,9,47,1,1,1,36,DeepCage,DeepCage,DeepCage,0,0,0,0,0,0,2,6,0,29,96,182,229,7,0,50,1,6
2025pncmp_qm31,qm,1,31,frc9446,0,1,0,0,0,0,4,0,1,3,0,0,2,0,None,0,just left the start zone without doing anything else,decent algae bot but is vulnerable to algae falling out and kinda mid at coral placement because of slow placing mechanism,got stuck on algae so didn't get to park or climb,naman,0,12,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,28,Yes,Yes,Yes,9,37,1,1,1,14,None,Parked,DeepCage,0,0,0,0,0,0,4,3,0,28,88,136,173,3,0,34,1,4
2025pncmp_qm31,qm,1,31,frc997,0,3,0,0,0,0,2,0,0,2,1,2,0,0,Park,1,"Was ok, left and scored one coral on l4, did it quite slow but it was smooth.","Cycled coral and removed two algae while doing it, placing was slow but it looks alright, as it's somewhat accurate, and mechanism doesn't seem too wobbly. Station collect was also good, had trouble with one collect but others were fine. Slow, but relatively smooth.","Parked, and didn't attempt to climb.",Dev Sharma,0,0,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,28,Yes,Yes,Yes,9,37,1,1,1,14,None,Parked,DeepCage,0,0,0,0,0,0,4,3,0,28,88,136,173,3,0,34,1,4
2025pncmp_qm31,qm,1,31,frc957,0,2,0,0,0,0,1,0,0,3,4,3,4,0,Deep Climb,3,"three coral auto, and they ended with their grabber down","Very small, compact, fast and 100% reliable. Literaly carried the entire team",climbed in 3 sec with 11 sec to spare,Aarush V,0,0,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,28,Yes,Yes,Yes,9,37,1,1,1,14,None,Parked,DeepCage,0,0,0,0,0,0,4,3,0,28,88,136,173,3,0,34,1,4
2025pncmp_qm31,qm,1,31,frc6343,0,3,0,0,0,0,0,0,0,1,2,6,0,0,Deep Climb,1,waited a few seconds then went forward and shakely placed a lvl four coral,"was quite inaccurate with placing coral, misplaced multiple coral, not very quick or fast, got coral stuck in itself Tried to spin to get it out, failed",started after coral got stuck in it and took a bit of time to line up and climb,aw,0,0,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,42,Yes,Yes,Yes,9,51,1,1,1,14,Parked,None,DeepCage,0,0,0,0,0,0,6,6,0,43,128,190,241,4,0,48,1,6
2025pncmp_qm31,qm,1,31,frc1778,0,5,0,0,0,0,4,4,2,3,3,3,5,0,None,3,"Scored preloaded in l4, grabbed from station and placed 2 more ","Ran just algae and barge cycles at first, then ran all L1 cycles, then L2 and L3 cycles. Scores very speedily and accurately. good  consistency ",Dd notmkeit,,0,0,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,42,Yes,Yes,Yes,9,51,1,1,1,14,Parked,None,DeepCage,0,0,0,0,0,0,6,6,0,43,128,190,241,4,0,48,1,6
2025pncmp_qm31,qm,1,31,frc2046,0,2,0,0,0,0,2,0,4,3,6,4,1,0,Deep Climb,2,missed pre load,"fast coral cycles, missed a couple coral, missed a barge shot, very accurate at placing coral",easy deep cage climb,cayden,0,0,1,0,0,frc9446,frc1778,frc2046,173,241,frc997,frc957,frc6343,blue,42,Yes,Yes,Yes,9,51,1,1,1,14,Parked,None,DeepCage,0,0,0,0,0,0,6,6,0,43,128,190,241,4,0,48,1,6
2025pncmp_qm32,qm,1,32,frc1425,0,3,1,0,1,0,1,1,0,0,0,0,5,0,Deep Climb,1,successful barge auto,did great on l1 initially and then absolutely locked up on defense especially a great maneuver on team 3218 preventing them from scoring and wasting a lot of time for them,we climbed in a good time (not too early or too late),naman,0,0,1,1,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,42,No,Yes,Yes,6,48,1,0,1,24,DeepCage,None,DeepCage,1,0,0,0,0,0,3,5,1,34,94,130,178,0,0,12,0,6
2025pncmp_qm32,qm,1,32,frc9442,0,3,0,0,0,0,2,1,0,5,5,4,0,0,None,3,"Auto was really good, 3 coral on l4, and ground collected, quick.","Cycled 14 coral, and had quick and reliable, also removed two algae and put one in the net.",Was still placing coral,Dev Sharma,0,0,1,0,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,42,No,Yes,Yes,6,48,1,0,1,24,DeepCage,None,DeepCage,1,0,0,0,0,0,3,5,1,34,94,130,178,0,0,12,0,6
2025pncmp_qm32,qm,1,32,frc2522,0,1,0,0,0,4,1,0,0,0,4,4,2,0,Deep Climb,2,"2.5 auto, and it worked succsesfully","very fast and good at scoring, but not the most reliable, them missed 10% of points",in the air with 8 to spare,Aarush,0,0,1,0,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,42,No,Yes,Yes,6,48,1,0,1,24,DeepCage,None,DeepCage,1,0,0,0,0,0,3,5,1,34,94,130,178,0,0,12,0,6
2025pncmp_qm32,qm,1,32,frc3636,0,2,0,0,0,0,0,0,0,6,3,0,0,0,None,1,"missed first time, got another and made it, but ran out of time for the third","incredibly inaccurate, missed more than five times, but the speed made up for it they were quick, at multiple points in time they were pinned which made them score less",made no attempt to climb,aw,0,0,1,0,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,21,Yes,Yes,Yes,9,30,0,0,0,2,None,Parked,None,0,8,0,0,0,0,3,1,0,28,101,121,159,1,0,18,1,3
2025pncmp_qm32,qm,1,32,frc1318,0,3,0,0,0,0,4,3,0,1,4,3,1,0,Park,1,Left start zone and placed preloaded on L4,"Ran continuous cycles, able to place on all levels consistently, not the fastest but pretty accurate overall. Good scoring on L1 and and other levels. ",Tried to deep climb but couldn't really get off the floor,,0,0,1,0,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,21,Yes,Yes,Yes,9,30,0,0,0,2,None,Parked,None,0,8,0,0,0,0,3,1,0,28,101,121,159,1,0,18,1,3
2025pncmp_qm32,qm,1,32,frc3218,0,4,1,0,0,0,1,0,1,2,2,0,1,0,None,1,missed 2nd coral,not accurate missed 3 coral for L1,"did a processing cycle, no park or climb",cayden,0,0,1,0,0,frc1425,frc1318,frc3218,178,159,frc9442,frc2522,frc3636,red,21,Yes,Yes,Yes,9,30,0,0,0,2,None,Parked,None,0,8,0,0,0,0,3,1,0,28,101,121,159,1,0,18,1,3
2025pncmp_qm33,qm,1,33,frc2910,0,4,0,0,0,0,3,4,2,5,8,6,0,0,Deep Climb,3,almost had a four note auto without the lollipop but coral flew out of coral placement mechanism,absolutely carried with constant and rapid cycles. absolutely relentless,climbed at last second,naman,0,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,28,Yes,Yes,Yes,9,37,1,1,1,16,DeepCage,Parked,Parked,1,0,0,0,0,0,6,6,1,38,128,180,217,2,0,36,1,4
2025pncmp_qm33,qm,1,33,frc1540,0,2,0,0,0,0,2,0,2,2,4,4,2,0,Park,1,"Only scored one coral, missed the other two on l4, mechanism is sort of wobbly.","Cycled coral and removed two algae and put them in the processor. Scored 12 coral, and had good ground collect and placing.","Parked, and lost time to climb",Dev Sharma,0,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,28,Yes,Yes,Yes,9,37,1,1,1,16,DeepCage,Parked,Parked,1,0,0,0,0,0,6,6,1,38,128,180,217,2,0,36,1,4
2025pncmp_qm33,qm,1,33,frc6443,0,3,0,0,0,0,1,0,0,1,1,0,0,0,Deep Climb,0,tried to score l4 but missed,"vey very very very very very very slow, and not even the most reliable. They can do everything, but they are slow and unreliable. They missed all net, 50% of algae","climes in 6, stalled for 7",Aarush V,0,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,28,Yes,Yes,Yes,9,37,1,1,1,16,DeepCage,Parked,Parked,1,0,0,0,0,0,6,6,1,38,128,180,217,2,0,36,1,4
2025pncmp_qm33,qm,1,33,frc955,0,4,0,0,0,0,1,0,0,3,4,4,0,0,Park,0,"Attempted 4 coral auto but missed, and left station too quickly ","missed about 5 times, so quite innacurate, attempted lv 1 around three times, but missed every time",waited till last couple seconds to go over,aw,1,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,25,Yes,Yes,Yes,9,34,1,1,1,16,Parked,DeepCage,Parked,0,8,0,0,0,0,2,3,0,38,129,165,207,2,0,20,1,4
2025pncmp_qm33,qm,1,33,frc5468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Deep Climb,2,"Placed preloaded on L4, grabbed one from station, placed on L4, last one missed from station.","Ran lots of really fast cycles, able to place on all levels, had a little trouble with L1 and L2 but seemed really fast and accurate otherwise","If not there, match data seems to have erased. Deep climbed",,0,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,25,Yes,Yes,Yes,9,34,1,1,1,16,Parked,DeepCage,Parked,0,8,0,0,0,0,2,3,0,38,129,165,207,2,0,20,1,4
2025pncmp_qm33,qm,1,33,frc2976,0,3,1,0,0,0,1,0,0,2,3,1,3,0,Park,1,"Looked like they tried to collect the algae, but didn't,","not very fast, kinda accurate but missed a few","looking for a deep cage but went empty-handed, park",cayden,0,0,1,0,0,frc2910,frc5468,frc2976,217,207,frc1540,frc6443,frc955,red,25,Yes,Yes,Yes,9,34,1,1,1,16,Parked,DeepCage,Parked,0,8,0,0,0,0,2,3,0,38,129,165,207,2,0,20,1,4
2025pncmp_qm34,qm,1,34,frc9023,0,2,0,0,0,0,3,0,0,5,8,4,1,0,None,3,had a three coral auto with ground collect although during their second coral placement the coral placement mechanism hit an algae as it went up which could negatively affect auto,great coral bot and have a quick algae removal mechanism. accidentally placed in l1 and were actually going for l4. not sure if they can place in l1,were too late to park.,naman,0,0,1,0,0,frc9023,frc9450,frc2930,192,269,frc4450,frc2412,frc3663,blue,35,Yes,Yes,Yes,9,44,0,1,1,4,None,Parked,Parked,0,2,0,0,0,0,2,2,0,31,104,146,192,5,0,38,1,5
2025pncmp_qm34,qm,1,34,frc4450,0,3,0,0,1,0,2,0,4,0,0,0,0,0,Park,0,Left and didn't do anything.,"Algae bot, put 4 into the processor (2 from ground collect, and removed 2 from the reef), then played defense and was sort of effective, but not really.","Parked, and didn't try to climb, but I think they may be able to based on their mechanism.",Dev Sharma,0,0,1,0,0,frc9023,frc9450,frc2930,192,269,frc4450,frc2412,frc3663,blue,35,Yes,Yes,Yes,9,44,0,1,1,4,None,Parked,Parked,0,2,0,0,0,0,2,2,0,31,104,146,192,5,0,38,1,5
