key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_L3,a_L2,a_L1,t_ground_alg,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,stuck_on_alg,auto_Notes,tele_Notes,a_reefAlgae,match_Scouter,a_Proc,a_L4,endgame_Notes,a_Net,t_Defense,a_Leave,r1,b2,b3,b1,ba_bluescore,r2,r3,ba_redscore,ba_winning_alliance,ba_adjustPoints,ba_algaePoints,ba_autoBonusAchieved,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_autoCoralCount,ba_autoCoralPoints,ba_autoLineRobot1
2025dal_qm22,qm,1,22,frc8738,4,0,0,0,0,4,0,2,4,0,2,0,Park,0,slow 2 coral,"Scoring is ok, can slowly remove alg. Tried proc at end of match, 2 in. Driving seems confused on what it wants to do",0,OS,0,2,Clutch park,0,0,1,frc5660,frc8738,frc7525,frc537,141,frc2438,frc7048,117,blue,0,12,1,Yes,Yes,9,44,0,1,0,6,Parked,Parked,Parked,0,0,0,0,0,0,0,4,0,25,79,97,141,2,5,35,Yes
2025dal_qm22,qm,1,22,frc7525,1,0,0,0,0,0,0,0,2,3,6,0,Park,0,Had a smooth three coral auto,multiple times manipulator had issues the elevator would go up by not place.it would have to go up two times to place  ,0,ES,0,3,made it to park in the last seconds,0,0,1,frc5660,frc8738,frc7525,frc537,141,frc2438,frc7048,117,blue,0,12,1,Yes,Yes,9,44,0,1,0,6,Parked,Parked,Parked,0,0,0,0,0,0,0,4,0,25,79,97,141,2,5,35,Yes
2025dal_qm23,qm,1,23,frc494,4,0,0,0,1,3,3,0,4,2,3,0,Deep Climb,0,"Left, and placed two coral on l4, placing was good.","Placed a total of 9 coral, removed 3 algae, ground collected one, and put 3/4 of those algae in the net. Algae collect, whether its ground or reef, is reliable, and net placing is pretty good. Coral is also good, but cycle times aren't that fast.",0,DS,0,2,"Deep climbed, but not that well over ground.",0,0,1,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,32,1,Yes,Yes,9,30,1,1,1,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,3,0,31,112,170,200,2,3,21,Yes
2025dal_qm23,qm,1,23,frc649,3,0,0,0,0,0,0,0,1,3,2,0,Park,0,Just scored level 4,mediocre at coral,0,np,0,1,parked at last moment,0,0,1,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,32,1,Yes,Yes,9,30,1,1,1,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,3,0,31,112,170,200,2,3,21,Yes
2025dal_qm23,qm,1,23,frc2648,1,0,0,0,0,2,0,2,3,3,3,0,Deep Climb,0,spinning ,Pretty fast cycles but kinda accurate ,0,CW,0,0,10-15 sec climb for deep,0,0,1,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,32,1,Yes,Yes,9,30,1,1,1,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,3,0,31,112,170,200,2,3,21,Yes
2025dal_qm23,qm,1,23,frc8575,3,1,0,0,0,1,0,1,0,7,2,0,Park,0,they did what they looked to acheive,"they were able to slowly score alage in the processor and remove alage. They were okay at coral, they moved okay, they could be a little slow at placing and the human player had to be really precise when loading them at the station.",1,HD,0,0,they ran out of time to attempt to climb,0,0,1,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,28,1,Yes,Yes,9,32,1,1,1,26,Parked,DeepCage,DeepCage,0,4,0,0,0,0,4,6,0,33,119,173,209,2,4,23,Yes
2025dal_qm23,qm,1,23,frc1507,1,0,0,0,0,1,1,0,2,0,4,1,Shallow Climb,0,missed one,"had trouble with agar intakes, missed, not Bad",0,aw,0,1,Dod well,0,0,1,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,28,1,Yes,Yes,9,32,1,1,1,26,Parked,DeepCage,DeepCage,0,4,0,0,0,0,4,6,0,33,119,173,209,2,4,23,Yes
2025dal_qm23,qm,1,23,frc4415,4,0,0,0,12,0,2,1,6,3,4,0,Deep Climb,0,Missed a lvl four coral,very versatile bot fast cycles with ground collect very consistent ,0,ES,0,2,climbed very quickly ,0,0,0,frc494,frc1507,frc4415,frc8575,209,frc649,frc2648,200,blue,0,28,1,Yes,Yes,9,32,1,1,1,26,Parked,DeepCage,DeepCage,0,4,0,0,0,0,4,6,0,33,119,173,209,2,4,23,Yes
2025dal_qm24,qm,1,24,frc226,1,0,0,1,0,3,3,0,1,5,4,0,Deep Climb,0,"Auto was really fast, scored 2 coral on l4, and missed one and accidentally scored one coral on L1.","Good algae bot, removed 3 algae, and put all 3 in the net pretty well, and also scored 10 coral in total, placing is accurate, and station collect is reliable and quick as well.",0,DS,0,2,"Deep climbed, but not super well, and barely got off ground, climbed in around 14 seconds. Slow side.",0,0,1,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,40,1,Yes,Yes,9,61,1,1,1,36,DeepCage,DeepCage,DeepCage,2,0,0,0,0,0,7,6,3,31,89,165,226,2,8,52,Yes
2025dal_qm24,qm,1,24,frc9301,3,0,0,0,0,0,0,0,0,0,0,0,Park,0,Missed level one,played effective defense,0,np,0,0,Parked at last moment,0,1,1,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,40,1,Yes,Yes,9,61,1,1,1,36,DeepCage,DeepCage,DeepCage,2,0,0,0,0,0,7,6,3,31,89,165,226,2,8,52,Yes
2025dal_qm24,qm,1,24,frc2630,4,0,0,0,2,3,2,2,3,6,6,0,Deep Climb,0,very fast and accurate 4 coral,"very good at everything, fast cycles, good accuracy, good at algae",0,CW,0,4,deep cage climb in last 10 sec,0,0,1,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,40,1,Yes,Yes,9,61,1,1,1,36,DeepCage,DeepCage,DeepCage,2,0,0,0,0,0,7,6,3,31,89,165,226,2,8,52,Yes
2025dal_qm24,qm,1,24,frc694,2,0,0,0,0,4,2,2,4,4,4,0,None,0,they were in the middle of placing a 4th coral when auto ended,"they were great and fast at both algae and coral while being defended most of the time. they were able to quickly reef collect alage and then place it where ever it needed to go. they were great at coral because they were able to station collect really fast, move fast with good driving and there placing was pretty good, with capabilities for all levels.",0,HD,0,3,"4 second climb, very fast and simple",0,0,1,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,28,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,22,0,0,0,0,4,3,0,31,96,150,212,2,5,31,Yes
2025dal_qm24,qm,1,24,frc6017,4,0,1,0,,,,,,,,,None,0,please rewatch,please rewatch,0,aw,0,0,please rewatcg,0,,1,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,28,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,22,0,0,0,0,4,3,0,31,96,150,212,2,5,31,Yes
2025dal_qm24,qm,1,24,frc5968,3,0,0,0,0,0,0,0,1,3,3,2,Park,0,Slowly placed one lvl four alg,slower bot did lower part of reef,0,ES,0,1,parked last second,0,0,0,frc226,frc6017,frc5968,frc694,212,frc9301,frc2630,226,red,0,28,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,22,0,0,0,0,4,3,0,31,96,150,212,2,5,31,Yes
2025dal_qm25,qm,1,25,frc3284,0,0,0,0,0,0,0,0,0,0,0,0,NO SHOW,0,,,0,DS,0,0,,0,0,0,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,6,23,0,1,0,4,None,Parked,Parked,0,0,0,0,0,0,2,1,0,13,54,78,101,2,3,17,No
2025dal_qm25,qm,1,25,frc4500,2,0,0,0,0,1,0,0,10,1,0,0,Deep Climb,0,Decent two coRal auto,great cycling,0,np,0,2,deep climb was fast,0,0,1,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,6,23,0,1,0,4,None,Parked,Parked,0,0,0,0,0,0,2,1,0,13,54,78,101,2,3,17,No
2025dal_qm25,qm,1,25,frc4013,5,0,0,0,0,2,0,0,0,0,0,0,None,0,"jittery, ","bad at barge, takes along time collecting ",0,CW,0,0,park,0,1,1,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,6,23,0,1,0,4,None,Parked,Parked,0,0,0,0,0,0,2,1,0,13,54,78,101,2,3,17,No
2025dal_qm25,qm,1,25,frc6083,4,0,0,0,4,2,0,4,2,1,0,0,Park,0,"human player was slow, could of gotten 3",they focused on alage. they were kind of slow moving but they were comnsistent at it. did coral decent.,0,HD,0,2,ran out of time,0,0,1,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,9,37,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,2,6,0,28,94,130,167,2,4,28,Yes
2025dal_qm25,qm,1,25,frc179,1,0,0,0,0,0,0,0,2,5,1,1,Deep Climb,0,missed,inaccuracy with placing,1,aw,0,1,quick successful ,0,0,1,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,9,37,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,2,6,0,28,94,130,167,2,4,28,Yes
2025dal_qm25,qm,1,25,frc4967,3,0,0,0,0,2,0,0,5,3,3,0,Tipped Over,0,Started off well by missed the second lvl four,fast had some trouble lining up,0,ES,0,1,half of the robot didn't climb ,0,0,0,frc3284,frc179,frc4967,frc6083,167,frc4500,frc4013,101,blue,0,20,1,Yes,Yes,9,37,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,2,6,0,28,94,130,167,2,4,28,Yes
2025dal_qm26,qm,1,26,frc7034,1,0,0,0,0,0,0,0,3,4,5,2,Deep Climb,0,"Auto was alright, placed one coral on l4, missed the second one, and wasn't able to station collect on the 3rd try.","Pretty good, had 14 coral cycles, placing was accurate, didn't miss a single try, human feeding was ok, but works better for l3 and l2. Not sure if they can reliably place l1.",0,DS,0,1,"Deep climbed, did it in around 13 seconds, was not far off the ground though.",0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,40,1,Yes,Yes,9,40,0,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,7,2,0,37,125,179,219,2,5,31,Yes
2025dal_qm26,qm,1,26,frc302,1,0,0,0,0,2,1,0,3,6,2,0,None,0,,unreliable L2 placement ,0,LV,0,3,,0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,40,1,Yes,Yes,9,40,0,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,7,2,0,37,125,179,219,2,5,31,Yes
2025dal_qm26,qm,1,26,frc9280,3,0,0,0,0,2,0,2,3,2,2,0,Park,0,unremarkable,Slow did proc but bad,0,AP,0,1,Stopped moving so get a push from team-mate ,0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,40,1,Yes,Yes,9,40,0,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,7,2,0,37,125,179,219,2,5,31,Yes
2025dal_qm26,qm,1,26,frc3792,3,0,0,1,8,0,0,8,0,0,0,0,Deep Climb,0,just drove away from start zone and scored level1,primarily an algae bot and rightfully so as they scored an abundance of algae in the processor with the capability of ground collect.,0,np,0,0,deep climbed pretty early,0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,58,1,Yes,Yes,9,54,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,4,6,0,35,103,187,241,7,7,45,Yes
2025dal_qm26,qm,1,26,frc6424,4,0,0,0,0,2,0,0,3,6,4,0,Deep Climb,0,place all 3 accurately ,"pretty fast at cycles, very accurate, only remove the algae than cycles",0,CW,0,3,good at stopping a cage than climbing ,0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,58,1,Yes,Yes,9,54,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,4,6,0,35,103,187,241,7,7,45,Yes
2025dal_qm26,qm,1,26,frc1671,2,0,0,0,0,3,2,0,1,4,4,0,Park,0,flawless triple,missed one net shot but no other misses,0,SF,0,3,"park only, prioritized scoring",0,0,1,frc7034,frc6424,frc1671,frc3792,241,frc302,frc9280,219,blue,0,58,1,Yes,Yes,9,54,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,4,6,0,35,103,187,241,7,7,45,Yes
2025dal_qm27,qm,1,27,frc3256,3,0,0,1,0,2,1,0,2,4,2,0,Deep Climb,0,"Auto was ok, placed one coral on l4 quickly, but missed the second.","Had 8 coral cycles, was also good at removing algae, put only one in the net out of the two successfully though.",0,DS,0,1,"Was able to deep climb, pretty sure it counted.",0,0,1,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,24,1,Yes,Yes,9,47,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,3,6,0,31,103,143,190,2,6,38,Yes
2025dal_qm27,qm,1,27,frc8808,3,0,0,0,0,1,0,0,3,3,3,0,Park,0,,,0,LV,0,1,,0,0,1,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,24,1,Yes,Yes,9,47,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,3,6,0,31,103,143,190,2,6,38,Yes
2025dal_qm27,qm,1,27,frc4068,1,0,0,0,0,3,0,2,3,4,3,0,Park,0,they were able to get 3 coral with time to spare,"they were able to remove algae, score in the procesor and get cooperation with  a decent pace. Most of this match they focused on coral which they we pretty effective at they were able to station collect fast, move around with quick speed, but they had a couple delays and misses when placing their coral. ",0,HD,0,3,ran out of time to climb,0,0,1,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,24,1,Yes,Yes,9,47,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,3,6,0,31,103,143,190,2,6,38,Yes
2025dal_qm27,qm,1,27,frc9032,4,1,0,0,0,1,0,0,0,4,2,0,Park,0,decent auto as i believe they just scored in l3 but please rewatch because from my view i couldnt see very clearly.,did some great cycling and were gonna go for barge but something seemed to not work so they decided to just not do it.,0,np,0,0,they parked because they didnt have enough time to climb.,0,0,1,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,32,1,Yes,Yes,9,37,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,5,2,0,31,98,136,173,2,4,28,Yes
2025dal_qm27,qm,1,27,frc3492,3,0,0,0,1,1,0,1,2,3,4,2,Park,0,"set up mid, moved than a late L4","Kind of fast at cycles, missed some coral",0,CW,0,1,park no time,0,0,1,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,32,1,Yes,Yes,9,37,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,5,2,0,31,98,136,173,2,4,28,Yes
2025dal_qm27,qm,1,27,frc4786,2,0,0,0,0,4,3,1,4,0,0,0,Park,0,"2.75 coral auto, just barely disables before scoring third",Reliable scoring of coral and algae,0,SF,0,2,"Ran out of time to climb, climb failed",0,0,0,frc3256,frc3492,frc4786,frc9032,173,frc8808,frc4068,190,red,0,32,1,Yes,Yes,9,37,0,1,1,6,Parked,Parked,Parked,0,0,0,0,0,0,5,2,0,31,98,136,173,2,4,28,Yes
2025dal_qm28,qm,1,28,frc6911,3,0,0,0,0,4,2,1,2,0,0,0,Park,0,auto worked well,"alage focused. got a coral stuck in frame and then played defense, also had an algae stuck in frame and some loose wires",2,SF,0,1,park only,1,1,1,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,36,1,Yes,Yes,9,22,1,1,0,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,2,0,20,67,129,151,2,3,13,Yes
2025dal_qm28,qm,1,28,frc10291,5,0,0,1,0,0,0,0,1,6,2,0,Deep Climb,0,,,0,LV,0,1,,0,0,1,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,36,1,Yes,Yes,9,22,1,1,0,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,2,0,20,67,129,151,2,3,13,Yes
2025dal_qm28,qm,1,28,frc2724,2,0,0,1,1,0,0,1,0,2,5,0,None,0,"their auto was interesting, they missed a L4, but then they got in the way of their alliance partners auto","they were able to collect alage and place it in the processor but they only tried it once. they were decent at coral because they had a okay round collect, their placing was a little bit slow and they could move fast if needed.",0,HD,0,0,they were able to climb in 16ish seconds. ,0,0,1,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,36,1,Yes,Yes,9,22,1,1,0,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,2,0,20,67,129,151,2,3,13,Yes
2025dal_qm28,qm,1,28,frc6348,3,0,0,0,0,0,0,0,2,2,2,0,None,0,just drove towards reef shakily and missed l4 placement by miles.,they did alright in coral placement but their placement mechanism is extremely shaky.,0,np,0,0,they just stopped at their coral station for 15 seconds up until the end of the match for some reason.,0,0,1,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,40,1,Yes,Yes,9,50,0,1,1,14,None,DeepCage,Parked,0,0,0,0,0,0,7,5,0,33,107,161,211,2,7,41,Yes
2025dal_qm28,qm,1,28,frc1796,4,0,0,1,0,4,2,2,3,4,5,1,Deep Climb,0,"Missed the pre load, made the rest","very fast and accurate cycles, missed 1 L4, ",0,CW,0,3,deep cage easy,0,0,1,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,40,1,Yes,Yes,9,50,0,1,1,14,None,DeepCage,Parked,0,0,0,0,0,0,7,5,0,33,107,161,211,2,7,41,Yes
2025dal_qm28,qm,1,28,frc3255,1,0,0,1,2,1,3,0,1,4,3,0,Park,0,"Auto was ok, placed one coral on l4, missed the second, and lost time for the 3rd.","Is good with l3 and l4 coral placing, cycle times were good, is also good with algae, can ground collect, and put a lot of algae in the net as well.",0,DS,0,1,"Tried to deep climb, but robot fell and ended as a park.",0,0,0,frc6911,frc1796,frc3255,frc6348,211,frc10291,frc2724,151,blue,0,40,1,Yes,Yes,9,50,0,1,1,14,None,DeepCage,Parked,0,0,0,0,0,0,7,5,0,33,107,161,211,2,7,41,Yes
2025dal_qm29,qm,1,29,frc900,1,0,0,0,0,0,0,0,5,7,8,0,Deep Climb,0,Auto missed,Crazy fast coral cycling on all the levels i saw ,0,SF,0,1,"Presumably deep climbed, I didn't see",0,0,1,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,24,1,Yes,Yes,9,26,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,3,6,0,34,127,177,203,2,3,17,Yes
2025dal_qm29,qm,1,29,frc4421,3,0,0,0,0,3,1,1,6,3,2,0,Deep Climb,0,,,0,LV,0,1,,0,0,1,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,24,1,Yes,Yes,9,26,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,3,6,0,34,127,177,203,2,3,17,Yes
2025dal_qm29,qm,1,29,frc9484,4,0,0,0,0,2,0,0,2,2,0,1,None,0,missed an l4 then was to far away from the coral station to be loaded.,"they were okay at alage. they could remove it good but it seemed that it was really hard for them to score the algae. They were decent at coral but they have a high ceiling, they were able to station collect fast and move around fast, but they had difficulties placing the coral, with multiple delays and misses.",0,HD,0,0,"they took over 20s to climb, and they had to reengage twice",0,0,1,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,24,1,Yes,Yes,9,26,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,3,6,0,34,127,177,203,2,3,17,Yes
2025dal_qm29,qm,1,29,frc6146,5,0,0,1,0,1,0,0,1,4,4,0,Deep Climb,0,"just moved towards reef and scored l1 slowly then collected coral and smashed into the reef, negatively affecting their next coral placement.",pretty good with coral cycling but for sure not very accurate,0,np,0,0,they deep climbed pretty well,0,0,1,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,20,1,Yes,Yes,9,26,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,2,3,0,28,100,136,162,2,3,17,Yes
2025dal_qm29,qm,1,29,frc2129,2,0,0,1,2,3,0,2,6,2,1,0,Park,0,Missed pre load,"missed a couple L4, but fast cycles, ",0,CW,0,2,park was trying to do one last cycles,0,0,0,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,20,1,Yes,Yes,9,26,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,2,3,0,28,100,136,162,2,3,17,Yes
2025dal_qm29,qm,1,29,frc6909,3,0,0,0,1,0,0,1,0,3,3,1,Park,0,"Moved forward, tried to place l1 and missed.","Had 6 coral cycles, and also ground collected and put one algae into the processor relatively well, but coral placing was slow, took time to lineup, and station collect/human feeding was highly unreliable.",0,DS,0,0,"Just parked, can't climb or just didn't try to.",0,0,1,frc900,frc2129,frc6909,frc6146,162,frc4421,frc9484,203,red,0,20,1,Yes,Yes,9,26,1,1,1,16,DeepCage,Parked,Parked,0,0,0,0,0,0,2,3,0,28,100,136,162,2,3,17,Yes
2025dal_qm3,qm,1,3,frc4421,2,0,0,0,0,4,2,0,1,0,0,0,Deep Climb,0,"Missed two coral on l4, aim was bad and didn't come far enough back to the station.","Tried to place coral, but missed pretty much all the time, and only managed to score on coral on l4. Better at algae, removed 4 and put two successfully in the net. Can't hold on t algae well though.",0,DS,0,0,"Deep climbed, well over ground",0,0,1,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,50,0,No,Yes,6,13,1,1,0,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,1,0,4,9,85,98,5,1,7,Yes
2025dal_qm3,qm,1,3,frc6832,3,0,0,0,0,0,0,2,0,0,0,0,Deep Climb,0,failed to leave the start zone,mediocre at best with algae and not very good with coral as coral kept falling out of their funnel,0,np,0,0,feel climb capable but I couldn't see very well ,0,0,0,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,50,0,No,Yes,6,13,1,1,0,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,1,0,4,9,85,98,5,1,7,Yes
2025dal_qm3,qm,1,3,frc1507,5,0,0,0,0,0,0,2,0,0,0,1,Deep Climb,0,Their second coral didn't make it ,"Jerking back and forth , switched to algae but was struggling to score in processor",0,SG,0,1,,0,0,1,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,50,0,No,Yes,6,13,1,1,0,26,DeepCage,Parked,DeepCage,2,0,0,0,0,0,5,1,0,4,9,85,98,5,1,7,Yes
2025dal_qm3,qm,1,3,frc2724,4,0,0,0,0,0,0,0,0,3,1,0,Deep Climb,0,,,2,LV,0,0,,1,0,0,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,48,1,Yes,Yes,9,30,1,1,1,26,DeepCage,DeepCage,Parked,0,4,0,0,0,0,6,6,0,25,72,146,180,4,3,21,Yes
2025dal_qm3,qm,1,3,frc1425,4,0,0,0,0,1,1,0,4,4,0,1,Deep Climb,0,successfully attempted three coral,"had trouble with removing algae off the reef, missed
 coral a few times",0,aw,0,3,very quick took finish seconds ,0,0,1,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,48,1,Yes,Yes,9,30,1,1,1,26,DeepCage,DeepCage,Parked,0,4,0,0,0,0,6,6,0,25,72,146,180,4,3,21,Yes
2025dal_qm3,qm,1,3,frc3792,2,0,0,0,0,0,0,4,0,0,0,7,None,0,missed 3 l1,interesting cannot reef collecg or net bur can proc nice. ,0,HD,0,0,One bumper cprner tpuched ground so deep climb not succeffuly,0,0,1,frc4421,frc1425,frc3792,frc2724,180,frc6832,frc1507,98,blue,0,48,1,Yes,Yes,9,30,1,1,1,26,DeepCage,DeepCage,Parked,0,4,0,0,0,0,6,6,0,25,72,146,180,4,3,21,Yes
2025dal_qm30,qm,1,30,frc5660,4,0,0,0,0,2,0,1,0,6,1,0,Deep Climb,0,second coral missed,could be a good algae focused bot,0,SF,0,2,climbed well,0,0,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,28,1,Yes,Yes,9,22,1,1,0,26,DeepCage,Parked,DeepCage,0,0,0,0,0,0,4,2,0,15,51,105,127,2,4,13,Yes
2025dal_qm30,qm,1,30,frc6832,1,0,0,0,0,0,0,0,0,0,0,1,Park,0,,,0,LV,0,0,,0,1,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,28,1,Yes,Yes,9,22,1,1,0,26,DeepCage,Parked,DeepCage,0,0,0,0,0,0,4,2,0,15,51,105,127,2,4,13,Yes
2025dal_qm30,qm,1,30,frc10698,3,0,0,0,0,0,0,0,3,1,0,0,None,2,missed an L1 and did nothing else.,they focused on coral this match. They used their station collect this match which made their collection okay. they were inconsistent when they were placing. But their issue was that they were very slow. (*/-\*),0,HD,0,0,"14 second climb , decent.",0,0,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,28,1,Yes,Yes,9,22,1,1,0,26,DeepCage,Parked,DeepCage,0,0,0,0,0,0,4,2,0,15,51,105,127,2,4,13,Yes
2025dal_qm30,qm,1,30,frc418,4,0,0,0,0,1,0,0,3,3,0,2,Deep Climb,0,they scored one on l4 after attempting three,they did great cycles ,0,np,0,1,they were great with deep climb,0,0,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,24,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,3,6,0,40,132,182,222,2,5,31,Yes
2025dal_qm30,qm,1,30,frc7257,3,0,0,0,0,1,0,0,3,4,5,1,Deep Climb,0,just leave,very accurate but slow at cycles,0,CW,0,0,climb deep,0,0,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,24,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,3,6,0,40,132,182,222,2,5,31,Yes
2025dal_qm30,qm,1,30,frc1678,2,0,0,0,2,3,1,4,2,6,6,1,Park,0,"Auto maneuvers were insanely fast, placing 3 coral on l4 with great ground collect","Scored 15 coral, ground collect was amazing, also removed some algae and ground collected to put in the barge and processor.",0,DS,0,3,"Lost time to deep climb, not sure why.",0,0,1,frc5660,frc7257,frc1678,frc418,222,frc6832,frc10698,127,blue,0,24,1,Yes,Yes,9,40,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,3,6,0,40,132,182,222,2,5,31,Yes
2025dal_qm31,qm,1,31,frc1833,1,0,0,0,0,1,0,0,1,6,4,2,None,0,,,0,,0,3,,0,0,0,frc1833,frc1369,frc494,frc7048,165,frc2056,frc3891,216,red,0,20,1,Yes,Yes,9,54,1,1,1,16,DeepCage,Parked,Parked,3,6,0,0,0,0,2,6,1,40,120,156,216,2,7,45,Yes
2025dal_qm31,qm,1,31,frc2056,5,0,0,0,0,5,2,3,3,4,5,6,Park,0,,,0,LV,0,4,,0,0,1,frc1833,frc1369,frc494,frc7048,165,frc2056,frc3891,216,red,0,20,1,Yes,Yes,9,54,1,1,1,16,DeepCage,Parked,Parked,3,6,0,0,0,0,2,6,1,40,120,156,216,2,7,45,Yes
